,Description
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.12,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.13,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.14,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.15,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.16,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.17,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.18,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.19,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.20,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.21,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.22,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 3."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.23,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.24,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.25,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.26,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 3."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.27,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.28,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.29,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.30,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.31,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.32,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.33,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.34,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.35,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.36,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.37,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 3."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.38,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.39,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.40,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.41,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.42,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.43,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.44,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.45,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.46,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.47,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.48,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.49,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.50,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.51,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.52,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.53,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.54,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.55,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 9."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.56,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.57,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.58,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.59,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.60,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 3."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.61,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.62,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.63,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.64,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.65,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.66,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.67,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out.68,"This is a time series from dataset IOPS, a dataset with performance indicators that reflect the scale, quality of web services, and health status of a machine. The length of the series is 128. There is no anomaly in this series."
