dataset,filename,label,convnet_128,convnet_128_class,resnet_512,resnet_512_class,rocket_512,rocket_512_class,Oracle,Avg Ens,AE,CNN,HBOS,IFOREST,IFOREST1,LOF,LSTM,MP,NORMA,OCSVM,PCA,POLY,period_length,ratio,nb_anomaly,average_anom_length,median_anom_length,std_anom_length,data_len,point_anom,seq_anom,mixed_anom,type_an
ECG,MBA_ECG14046_data_24.out,NORMA,0.7427996346723049,NORMA,0.7427996346723049,NORMA,0.1300384168532214,HBOS,0.7427996346723049,0.5676463874812723,0.1365301000356825,0.0770222391364376,0.1300384168532214,0.4745402380083657,0.158406617073917,0.0886436680219389,0.0470823405516552,0.107911501192434,0.7427996346723049,0.366181569149527,0.4792347492569407,0.3467102916798542,,,,,,,,,,,
ECG,MBA_ECG14046_data_29.out,NORMA,0.7592811696609707,NORMA,0.7592811696609707,NORMA,0.7429491812393917,HBOS,0.7592811696609707,0.7892347616995975,0.4832465800237089,0.1500941299899092,0.7429491812393917,0.6908430827887162,0.2575342204182191,0.0541501238961041,0.1153729229059506,0.0370961394603212,0.7592811696609707,0.5501865713925282,0.6232798856139398,0.476042003347846,,,,,,,,,,,
ECG,MBA_ECG14046_data_32.out,NORMA,0.7892359212068955,NORMA,0.7892359212068955,NORMA,0.5307316077199845,HBOS,0.7892359212068955,0.7259324708611252,0.298652714479672,0.2768121036694415,0.5307316077199845,0.5651402085485008,0.2288542397961586,0.0952506435753889,0.1344063938087981,0.2028422400666466,0.7892359212068955,0.221980636754656,0.4787484428806922,0.3640154844700671,,,,,,,,,,,
ECG,MBA_ECG14046_data_33.out,NORMA,0.7202948683518342,NORMA,0.7202948683518342,NORMA,0.4625546985479496,HBOS,0.7202948683518342,0.691031511140114,0.4661998681312251,0.4428062688070692,0.4625546985479496,0.4868572239869316,0.2513809522189035,0.1038368305580366,0.2584907322917716,0.1801007086381044,0.7202948683518342,0.5211139464630221,0.4527727209659811,0.363929501987777,,,,,,,,,,,
ECG,MBA_ECG14046_data_34.out,PCA,0.3995538022435838,NORMA,0.3995538022435838,NORMA,0.4010969416676713,HBOS,0.4722519886896232,0.4277324461730176,0.064279226618714,0.076751195058334,0.4010969416676713,0.4067610139529022,0.2261878348231839,0.0657519332231476,0.081447244345812,0.0787911996366016,0.3995538022435838,0.1654273825542086,0.4722519886896232,0.3675111425625669,,,,,,,,,,,
ECG,MBA_ECG14046_data_6.out,PCA,0.5139187661477176,NORMA,0.5139187661477176,NORMA,0.5298107773566442,HBOS,0.544756574151521,0.5425496320792023,0.3491950281824219,0.1473112072917363,0.5298107773566442,0.5131169532547405,0.2715032880283762,0.1131186810048073,0.1461568041245362,0.1281250315571288,0.5139187661477176,0.2768203970332284,0.544756574151521,0.4029458709138328,,,,,,,,,,,
ECG,MBA_ECG14046_data_7.out,NORMA,0.7430669047972002,NORMA,0.7430669047972002,NORMA,0.3709532667202918,HBOS,0.7430669047972002,0.6451113554557951,0.1830853582666275,0.0876898616404542,0.3709532667202918,0.6078127927428728,0.2779404379188495,0.0503676864338914,0.0858845265063789,0.0576308993767226,0.7430669047972002,0.3117629340559895,0.5879410063291792,0.4497191042264857,,,,,,,,,,,
ECG,MBA_ECG806_data.out,NORMA,0.6633100136028995,NORMA,0.6633100136028995,NORMA,0.6633100136028995,NORMA,0.6633100136028995,0.1667079186858935,0.3355202658445933,0.0858628221915746,0.0499863415256778,0.0954032910632771,0.0269275437080471,0.2433519913417333,0.0573612346114121,0.3095026560493575,0.6633100136028995,0.3361836037164684,0.0718689295213744,0.0336109335511055,77.0,0.022630208,61.0,85.47540984,75.0,47.24009361,230400.0,0.0,1.0,0.0,sequence
ECG,MBA_ECG820_data.out,NORMA,0.0592374278879051,POLY,0.6099733773762308,NORMA,0.1231019419961541,LOF,0.6099733773762308,0.1245585452938022,0.2485822192413568,0.059546790500617,0.0571566643974104,0.0733058029313362,0.0617166724348886,0.1231019419961541,0.0628354974134666,0.3119261005298262,0.6099733773762308,0.2236857748608824,0.0551539452837458,0.0592374278879051,100.0,0.062439236,191.0,75.31937173,75.0,3.155248536,230400.0,0.0,1.0,0.0,sequence
GHL,01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@4.out,HBOS,0.1383793910156894,HBOS,0.1383793910156894,HBOS,0.1383793910156894,HBOS,0.1383793910156894,0.0055427685144359,0.0004308989043218,0.0003900937850474,0.1383793910156894,0.0222484310674618,0.0326219778983996,0.00036,0.00036,0.00036,0.0008310763028982,0.0003756169429929,0.0100229998129237,0.009745303089547,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@8.out,IFOREST1,0.5032245062474808,IFOREST1,0.5032245062474808,IFOREST1,0.5032245062474808,IFOREST1,0.5032245062474808,0.0154463823972599,0.0071803617514953,0.00036,0.2882953330692697,0.0136383651907573,0.5032245062474808,0.50036,0.00036,0.2850893650719733,0.0018445753666416,0.0137803400253294,0.291764011686807,0.0084826677333593,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@10.out,IFOREST1,0.5032858955765047,IFOREST1,0.5032858955765047,IFOREST1,0.5032858955765047,IFOREST1,0.5032858955765047,0.021824968139009,0.0174383271158519,0.0003625,0.2898619219232196,0.0085767385115184,0.5032858955765047,0.5003625,0.0003625,0.2865767643691849,0.0019166065646918,0.0135314700497824,0.2933069619259816,0.0104678853761878,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@2.out,IFOREST1,0.5175078483458102,HBOS,0.5175078483458102,HBOS,0.5175078483458102,HBOS,0.9486114439646988,0.0109378828962945,0.0012764652447172,0.0003814143369703,0.5175078483458102,0.7238365796175126,0.9486114439646988,0.0003625,0.0014146065442625,0.0003625,0.0017852337730635,0.0003761324947287,0.0188280915093399,0.0004528383458646,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@4.out,HBOS,0.1340167130297593,HBOS,0.1340167130297593,HBOS,0.1340167130297593,HBOS,0.1340167130297593,0.0063555734732402,0.0013209305264218,0.0012852786838746,0.1340167130297593,0.0342486990989486,0.0462798035858805,0.0003625,0.0012314225053078,0.0003625,0.0008781924189913,0.0003780426201245,0.0073492148827744,0.0078269024790422,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,IFOREST1,0.5032623858164964,IFOREST1,0.5032623858164964,IFOREST1,0.5032623858164964,IFOREST1,0.5032623858164964,0.0124915900160823,0.0229885985010985,0.0003625,0.2898101713550749,0.0090646597143071,0.5032623858164964,0.5003625,0.000362547131127,0.2865763513198546,0.0008004131580868,0.0141074941801407,0.2932549099503649,0.0083386551875478,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@2.out,HBOS,0.5175374939525883,HBOS,0.5175374939525883,HBOS,0.5175374939525883,HBOS,0.5175374939525883,0.0159374481780876,0.0012702178093639,0.0003625,0.5175374939525883,0.0837580476545274,0.4776942808167035,0.0003625,0.0003625,0.0003625,0.0022384616943079,0.000376806437191,0.0188331859070985,0.0004173353293413,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@4.out,HBOS,0.1387434168224296,HBOS,0.1387434168224296,HBOS,0.1387434168224296,HBOS,0.1387434168224296,0.0079107321279331,0.0018526949918969,0.0016616625793587,0.1387434168224296,0.0191195773577771,0.0274825369021345,0.0003625,0.00122319515446,0.0003625,0.0016539600978627,0.0003783575972147,0.0072038768239966,0.0034517652848451,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@2.out,HBOS,0.5175247764080252,HBOS,0.5175247764080252,HBOS,0.5175247764080252,HBOS,0.5175247764080252,0.0061623935393473,0.001134978857749,0.001037374084249,0.5175247764080252,0.0322070409689979,0.4648652766610399,0.0003625,0.0004514630516411,0.0003625,0.0009100837277029,0.0003761141010013,0.0188378095693168,0.0004768871265783,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@8.out,IFOREST1,0.5033077835568939,IFOREST1,0.5033077835568939,IFOREST1,0.5033077835568939,IFOREST1,0.5033077835568939,0.0168671910533135,0.0137358779995678,0.0003625,0.2898969763752742,0.0079198190844216,0.5033077835568939,0.5003625,0.0003625,0.2865769024061004,0.0010307634369529,0.013362006452672,0.2933410853349436,0.010243864627995,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,HBOS,0.0084532031035656,OCSVM,0.0177193478801915,HBOS,0.0177193478801915,HBOS,0.0177193478801915,0.0138215778934902,0.0020866617196608,0.00036,0.0177193478801915,0.009243583704496,0.0152920358137786,0.0015523968527278,0.0010537716242718,0.0027463296855316,0.007650076338873,0.0084532031035656,0.0155017524765271,0.0012166357427927,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@4.out,HBOS,0.1336196162638951,HBOS,0.1336196162638951,HBOS,0.1336196162638951,HBOS,0.1336196162638951,0.0135990453523935,0.0012850334517952,0.0011495353961107,0.1336196162638951,0.0230252954436137,0.0234207719280505,0.00036,0.0012024248901952,0.00036,0.0051394077215597,0.0003752508230183,0.0127538805527668,0.0037277805643787,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,IFOREST1,0.5030975735673722,IFOREST1,0.5030975735673722,IFOREST1,0.5030975735673722,IFOREST1,0.5030975735673722,0.0222780960787835,0.0084207757085613,0.00036,0.2881396777161994,0.0246022218190076,0.5030975735673722,0.50036,0.00036,0.2850893650719733,0.00313611803478,0.0137803400253294,0.2916086741541143,0.0090122174539231,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@4.out,HBOS,0.1167032575480914,HBOS,0.1167032575480914,HBOS,0.1167032575480914,HBOS,0.1167032575480914,0.0035863047540945,0.0014368001216424,0.0004790355417758,0.1167032575480914,0.0244703198579259,0.0345588585757203,0.00036,0.0003737949008145,0.00036,0.0006217291415579,0.0003767493680462,0.0060262473188051,0.0008901443302918,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,HBOS,0.1384415598607739,HBOS,0.1384415598607739,HBOS,0.1384415598607739,HBOS,0.1384415598607739,0.0055880186937165,0.0069669252474157,0.0015397446590107,0.1384415598607739,0.0190666707526721,0.0558361579124574,0.00036,0.0003612698635704,0.00036,0.0007432864163974,0.0003751843607473,0.0077077221376885,0.0097464900423765,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@8.out,IFOREST1,0.5031609447712705,IFOREST1,0.5031609447712705,IFOREST1,0.5031609447712705,IFOREST1,0.5031609447712705,0.0144099130980522,0.0078229443589508,0.00036,0.2882314055974631,0.0080549522170067,0.5031609447712705,0.50036,0.00036,0.285089637644618,0.0012746462118934,0.013420023938163,0.2917000759700786,0.0091434635983989,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,OCSVM,0.0542092092951047,OCSVM,0.0292047528902821,HBOS,0.0292047528902821,HBOS,0.0542092092951047,0.0902138667470327,0.0326907458571088,0.0004150035951754,0.0292047528902821,0.0162808288502311,0.0180865116499286,0.0019484886750691,0.0010269136964614,0.0161770620675709,0.0093858915062441,0.0542092092951047,0.0207501324094668,0.0019446071157532,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@4.out,HBOS,0.1471457062276801,HBOS,0.1471457062276801,HBOS,0.1471457062276801,HBOS,0.1471457062276801,0.0100035876480358,0.0011193191417304,0.0014252575292914,0.1471457062276801,0.0403625162987473,0.0974453920394781,0.0003625,0.0009906807684949,0.0003625,0.0088129663191133,0.0003772012902513,0.0184807470448602,0.0009870574422798,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,POLY,0.00036,MP,0.0027782793809094,HBOS,0.0032647138841026,IFOREST1,0.0524694831768607,0.0044180505262981,0.0103595091185719,0.00036,0.0027782793809094,0.0045198511864183,0.0032647138841026,0.0068374425930604,0.00036,0.00036,0.00111806519424,0.0102354253763523,0.0032818268836318,0.0524694831768607,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,IFOREST1,0.5031137828136487,IFOREST1,0.5031137828136487,IFOREST1,0.5031137828136487,IFOREST1,0.5031137828136487,0.0248287409145429,0.0158425340757207,0.00036,0.2881594767583315,0.0251695175572578,0.5031137828136487,0.50036,0.00036,0.2850893650719733,0.0025394090276804,0.0137803400253294,0.2916283657734858,0.0118682655146553,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,HBOS,0.1367496070621961,HBOS,0.1367496070621961,HBOS,0.1367496070621961,HBOS,0.1367496070621961,0.0101322920655203,0.0010162229394171,0.0017434258317594,0.1367496070621961,0.0175125027796429,0.0508323573528987,0.00036,0.001271141555736,0.00036,0.0026609332821006,0.0003768255642031,0.0073792475680723,0.0047410288341211,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,HBOS,0.0082264689869583,OCSVM,0.0204869664074889,HBOS,0.0204869664074889,HBOS,0.0204869664074889,0.021500278384976,0.0060913786529599,0.0004270487962562,0.0204869664074889,0.012417172838809,0.0171171249156169,0.0016911580614361,0.00036,0.0034243048106095,0.0029478671320459,0.0082264689869583,0.0176223238342212,0.0012381222634305,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@8.out,IFOREST1,0.5030686531787014,IFOREST1,0.5030686531787014,IFOREST1,0.5030686531787014,IFOREST1,0.5030686531787014,0.0147718493532501,0.0072042669290409,0.0003625,0.2895682016429898,0.0273697413598473,0.5030686531787014,0.5003625,0.0003625,0.2865762139894172,0.0011768502716642,0.0143042516642919,0.2930141082117544,0.0084290061187206,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@4.out,HBOS,0.1026600607189175,HBOS,0.1026600607189175,HBOS,0.1026600607189175,HBOS,0.1026600607189175,0.0040450772064734,0.0016986524684654,0.0003644111975462,0.1026600607189175,0.0075987817139974,0.0210067860244705,0.00036,0.001156663667909,0.00036,0.0009468566955832,0.0003767459202445,0.0047376566145464,0.0070988761380152,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@10.out,IFOREST1,0.5031391698639693,IFOREST1,0.5031391698639693,IFOREST1,0.5031391698639693,IFOREST1,0.5031391698639693,0.0457204536845016,0.0116975456843761,0.00036,0.2881767081949151,0.0081159409157858,0.5031391698639693,0.50036,0.00036,0.2850890931979656,0.0070577197958184,0.0141683307707594,0.291645517848113,0.0084098881588265,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,HBOS,0.1453501338179787,HBOS,0.1453501338179787,HBOS,0.1453501338179787,HBOS,0.1453501338179787,0.020342054229291,0.0019460992158769,0.0004578987534978,0.1453501338179787,0.0245490191259193,0.0445816030587086,0.00036,0.00036,0.00036,0.0110142267094997,0.0003764753365527,0.0070277312000286,0.004408677990712,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@2.out,PCA,0.0022010271460014,HBOS,0.0022010271460014,HBOS,0.0022010271460014,HBOS,0.0188814401650454,0.001013727995159,0.001101228512964,0.00036,0.0022010271460014,0.0173118933777668,0.0187981398741107,0.00036,0.00036,0.00036,0.0015620932048945,0.0003738260262849,0.0188814401650454,0.0004318702290076,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@2.out,HBOS,0.517387104564115,HBOS,0.517387104564115,HBOS,0.517387104564115,HBOS,0.517387104564115,0.0139928395085078,0.0013495046000819,0.0003633134183755,0.517387104564115,0.3720495390957221,0.397990398052484,0.00036,0.0004303003137606,0.00036,0.0019079923680305,0.00037382674217,0.0187124012648827,0.0004124953502789,125.0,0.000719996,1.0,144.0,144.0,0.0,200001.0,0.0,1.0,0.0,sequence
GHL,22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@10.out,IFOREST1,0.5031543682561782,IFOREST1,0.5031543682561782,IFOREST1,0.5031543682561782,IFOREST1,0.5031543682561782,0.0143655952221187,0.0064933358334384,0.0003625,0.2896923990872046,0.0083129900845391,0.5031543682561782,0.5003625,0.0003625,0.2865766709609652,0.0019227724835067,0.0137054051593295,0.2931373062838513,0.0083597840239285,125.0,0.000724996,1.0,145.0,145.0,0.0,200001.0,0.0,1.0,0.0,sequence
