,Description
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.27,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.28,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.29,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.30,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.31,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.32,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.33,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.34,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.35,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.36,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.37,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.38,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.39,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.40,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.41,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.42,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.43,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.44,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.45,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 60."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 44."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.89,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.90,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.91,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.92,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out.93,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
