,Description
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
