,Description
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
