,Description
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.32,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.33,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.34,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.35,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.36,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.37,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.38,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.39,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.40,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.41,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.42,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.43,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.44,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.45,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.89,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.90,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.91,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.92,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.93,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.94,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.95,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 5."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.96,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 128."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.97,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 97."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.98,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.99,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.100,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.101,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.102,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.103,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.104,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.105,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.106,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.107,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.108,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.109,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.110,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.111,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.112,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.113,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.114,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.115,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.116,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.117,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.118,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.119,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.120,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.121,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.122,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out.123,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
