,Description
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.38,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.39,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.40,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.41,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.42,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 15."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.43,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.44,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.45,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.out.89,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
