,Description
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.23,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.24,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.25,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.26,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.27,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.28,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.29,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.30,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.31,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.32,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.33,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.34,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.35,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.36,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.37,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.38,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.39,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.40,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.41,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.42,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.43,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.44,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.45,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.89,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.90,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.91,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.92,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.93,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.94,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.95,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.96,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.97,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.98,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.99,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.100,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.101,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.102,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.103,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.104,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.105,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.106,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.107,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.108,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.109,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.110,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.111,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.112,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.113,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.114,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.115,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.116,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.117,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.118,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.119,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.120,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.121,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.122,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.123,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.124,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.125,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.126,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.127,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.128,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.129,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.130,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.131,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.132,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.133,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out.134,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
