,Description
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.13,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.14,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.15,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.16,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.17,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.18,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.19,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.20,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.21,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.22,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.23,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.24,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.25,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.26,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.27,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.28,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.29,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.30,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.31,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.32,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.33,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.34,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.35,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.36,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.37,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.38,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.39,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.40,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.41,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.42,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.43,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.44,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.45,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.46,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 36."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.47,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is 1 anomaly in this series. The length of the anomaly is 9."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.48,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.49,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.50,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.51,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.52,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.53,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.54,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.55,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.56,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.57,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.58,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.59,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.60,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.61,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.62,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.63,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.64,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.65,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.66,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.67,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.68,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.69,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.70,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.71,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.72,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.73,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.74,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.75,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.76,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.77,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.78,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.79,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.80,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.81,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.82,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.83,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.84,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.85,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.86,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.87,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.88,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.89,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.90,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.91,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.92,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out.93,"This is a time series from dataset KDD21, a composite dataset released in a recent SIGKDD 2021 competition with 250 time series. The length of the series is 128. There is no anomaly in this series."
